nr,year,ag,black,bus,con,ent,exper,fin,hisp,hlth,hours,man,mar,min,nc,ne,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,s,school,tra,trad,union,wage
18,1985,0,0,0,0,0,9,0,0,0,2340,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.266662239
18,1986,0,0,0,0,0,10,0,0,0,2340,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.06994393
18,1987,0,0,0,0,0,11,0,0,0,2340,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.873160721
45,1980,0,0,0,0,0,2,0,0,0,1864,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,1,1.894114981
45,1981,0,0,0,0,0,3,0,0,0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,1.471159283
45,1982,0,0,0,0,0,4,0,0,0,2274,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.473497492
45,1983,0,0,0,0,0,5,0,0,0,2112,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.740914275
45,1984,0,0,1,0,0,6,0,0,0,1920,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.823213714
45,1985,0,0,0,0,0,7,0,0,0,2205,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.908272857
45,1986,0,0,0,0,0,8,0,0,0,2551,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1.742447363
45,1987,0,0,0,1,0,9,0,0,0,2860,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2.135688916
110,1980,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,1,1.948774855
110,1981,0,0,0,0,0,6,0,0,0,2080,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1.962259287
110,1982,0,0,0,0,0,7,0,0,0,2639,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1.963296825
110,1983,0,0,0,0,0,8,0,0,0,2223,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,2.202515633
110,1984,0,0,0,0,0,9,0,0,0,2150,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2.134954252
110,1985,0,0,1,0,0,10,0,0,0,1532,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2.12582282
110,1986,0,0,0,0,0,11,1,0,0,2080,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.991016671
110,1987,0,0,0,0,0,12,1,0,0,2080,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2.112393353
120,1980,0,0,0,0,0,2,0,0,0,1025,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0.258554863
120,1981,0,0,0,0,0,3,0,0,0,1496,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,1.319971718
120,1982,0,0,0,0,0,4,0,0,0,1394,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,1.462085287
120,1983,0,0,0,0,0,5,0,0,0,2924,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,1.320286919
120,1984,0,0,0,0,1,6,0,0,0,3564,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1.703646556
120,1985,0,0,0,0,0,7,0,0,0,3979,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,1.445803206
120,1986,0,0,0,0,0,8,1,0,0,4351,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.8063641
120,1987,0,0,1,0,0,9,0,0,0,3568,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.148120177
126,1980,0,0,0,0,0,2,0,0,0,3115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.737285489
126,1981,0,0,0,0,0,3,0,0,0,2735,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.989600838
126,1982,0,0,0,0,0,4,0,0,0,2390,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,2.189916837
126,1983,0,0,0,0,0,5,0,0,0,2340,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.855463217
126,1984,0,0,0,0,0,6,0,0,0,2250,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.922437793
126,1985,0,0,0,0,0,7,0,0,0,2340,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,2.061023956
126,1986,0,0,0,0,0,8,0,0,0,2941,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.782201624
126,1987,0,0,0,0,0,9,0,0,0,2847,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,2.414681578
150,1980,0,0,1,0,0,2,0,0,0,1876,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.208735301
150,1981,0,0,1,0,0,3,0,0,0,2327,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.194039663
150,1982,0,0,1,0,0,4,0,0,0,2006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.170440572
150,1983,0,0,1,0,0,5,0,0,0,1826,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.097964499
150,1984,0,0,1,0,0,6,0,0,0,3414,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0.765816189
150,1985,0,0,1,0,0,7,0,0,0,3928,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,1.119025979
150,1986,0,0,1,0,0,8,0,0,0,4000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.11936672
150,1987,0,0,1,0,0,9,0,0,0,4992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.831459508
162,1980,0,0,0,0,0,2,0,0,0,1874,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0.502470152
162,1981,0,0,0,0,0,3,0,0,0,1710,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1.06491237
162,1982,0,0,0,0,0,4,0,0,0,1488,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1.189497943
162,1983,0,0,0,0,0,5,0,0,0,939,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,1.539888529
162,1984,0,0,0,0,0,6,0,0,0,1980,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1.598286041
162,1985,0,0,0,0,0,7,0,0,0,2735,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1.737320692
162,1986,0,0,0,0,0,8,0,0,0,2720,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1.988455851
162,1987,0,0,0,0,0,9,0,0,0,2795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,2.158678434
166,1980,0,0,0,0,0,2,0,0,0,1296,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,1,1.005294006
166,1981,0,0,0,0,0,3,0,0,0,1942,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,1,0.937687371
166,1982,0,0,0,0,0,4,0,0,0,1245,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,1,1.367487705
166,1983,0,0,0,0,0,5,0,0,0,1196,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1.378008782
166,1984,0,0,0,0,0,6,0,0,0,2387,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1.170183481
166,1985,0,0,0,0,0,7,0,0,0,2160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,1.728221448
166,1986,0,0,0,0,0,8,0,0,0,2336,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1.70986475
166,1987,0,0,0,0,0,9,0,0,0,2301,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,1,0,1.851074786
189,1980,0,0,0,0,0,2,0,0,0,520,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1.130545336
189,1981,0,0,0,0,0,3,0,0,0,520,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0.836248024
189,1982,0,0,0,0,0,4,0,0,0,520,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1.467359814
189,1983,0,0,0,0,0,5,0,0,0,520,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1.071483621
189,1984,0,0,0,0,0,6,0,0,0,1400,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1.445919483
189,1985,0,0,0,0,0,7,0,0,0,1754,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1.685116348
189,1986,0,0,0,0,0,8,0,0,0,1840,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.686174979
189,1987,0,0,0,0,0,9,0,0,0,1872,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.755130347
193,1980,0,0,0,0,0,2,0,0,0,980,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.565691895
193,1981,0,0,0,0,0,3,0,0,0,925,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.49387532
193,1982,0,0,0,0,0,4,0,0,0,2187,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1.822662074
193,1983,0,0,0,0,0,5,0,0,0,2080,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.380336056
193,1984,0,0,0,0,0,6,0,0,0,2346,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.217128496
193,1985,0,0,0,0,0,7,0,0,0,2487,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.272031436
193,1986,0,0,0,0,0,8,0,0,0,2328,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.353798732
193,1987,0,0,0,0,0,9,0,0,0,2132,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2.429450034
209,1980,0,0,0,0,0,3,0,0,0,2340,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.918003196
209,1981,0,0,0,0,0,4,0,0,0,1935,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.765407748
209,1982,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.978185438
209,1983,0,0,0,0,0,6,0,0,0,2080,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1.94855364
209,1984,0,0,0,0,1,7,0,0,0,2280,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,2.037025938
209,1985,0,0,0,0,0,8,0,0,0,2520,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1.902574836
209,1986,0,0,0,0,0,9,0,0,0,2395,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1.972603656
209,1987,0,0,0,0,1,10,0,0,0,2145,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.18698221
212,1980,0,0,0,0,0,2,0,0,0,2080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.784471803
212,1981,0,0,0,0,0,3,0,0,0,2080,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2.179982771
212,1982,0,0,0,0,0,4,0,0,0,2110,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,1.963865384
212,1983,0,0,0,0,0,5,0,0,0,2550,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2.044932767
212,1984,0,0,0,0,0,6,0,0,0,2560,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.012861311
212,1985,0,0,0,0,0,7,0,0,0,2704,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2.096985743
212,1986,0,0,0,0,0,8,0,0,0,2856,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2.14396615
212,1987,0,0,0,0,0,9,0,0,0,2912,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,2.241284366
218,1980,0,0,0,0,0,2,0,0,0,2080,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,2.013313376
218,1981,0,0,0,0,0,3,0,0,0,2530,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1.962152455
218,1982,0,0,0,0,0,4,0,0,0,2240,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,0,0,0,2.275641022
218,1983,0,0,1,0,0,5,0,0,0,2520,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.194917563
218,1984,0,0,0,0,0,6,0,0,0,2405,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,2.428337298
218,1985,0,0,1,0,0,7,0,0,0,2130,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.723036943
218,1986,0,0,1,0,0,8,0,0,0,2080,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2.96639632
218,1987,0,0,1,0,0,9,0,0,0,2080,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3.065051729
243,1980,0,0,0,0,0,4,0,0,0,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,1.564181321
243,1981,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1.683545885
243,1982,0,0,0,0,0,6,0,0,1,2080,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1.690503365
243,1983,0,0,0,0,0,7,0,0,0,2080,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1.660871568
243,1984,0,0,0,0,0,8,0,0,0,2080,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1.698050571
243,1985,0,0,0,0,0,9,0,0,0,2168,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1.671768234
243,1986,0,0,0,0,0,10,0,0,0,2161,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1.63571753
243,1987,0,0,0,0,0,11,0,0,0,2080,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1.786970953
259,1980,0,0,0,0,0,3,0,0,0,1984,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.107189577
259,1981,0,0,0,0,0,4,0,0,0,2080,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.089010993
259,1982,0,0,0,0,0,5,0,0,0,1755,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,2.042723959
259,1983,0,0,0,0,0,6,0,0,0,3157,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1.308155773
259,1984,0,0,0,0,0,7,0,0,0,2100,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.488152246
259,1985,0,0,0,1,0,8,0,0,0,2080,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.542818225
259,1986,0,0,0,0,0,9,0,0,0,2996,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,1.535134721
259,1987,0,0,0,0,0,10,0,0,0,3243,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,1.454335523
260,1980,0,0,0,0,0,2,0,0,0,815,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,1,1.629912042
260,1981,0,0,0,0,0,3,0,0,0,1898,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,1,1.775113078
260,1982,0,0,0,0,0,4,0,0,0,2208,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.967256367
260,1983,0,0,0,0,0,5,0,0,0,2080,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.075186291
260,1984,0,0,0,0,0,6,0,0,0,2080,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.128833487
260,1985,0,0,0,0,0,7,0,0,0,2080,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2.268419151
260,1986,0,0,0,0,0,8,0,0,0,2710,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.992139096
260,1987,0,0,0,0,0,9,0,0,0,2262,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2.421554457
309,1980,0,0,1,0,0,3,0,0,0,3560,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.786075653
309,1981,0,0,1,0,0,4,0,0,0,2780,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.280766046
309,1982,0,0,1,0,0,5,0,0,0,2500,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.264266229
309,1983,0,0,1,0,0,6,0,0,0,2400,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.275456426
309,1984,0,0,1,0,0,7,0,0,0,2690,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.208132424
309,1985,0,0,1,0,0,8,0,0,0,3070,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.199852417
309,1986,0,0,1,0,0,9,0,0,1,2915,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.206899984
309,1987,0,0,0,0,0,10,0,0,0,2670,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.476866911
351,1980,0,0,0,0,0,3,1,0,0,2053,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.643386879
351,1981,0,0,0,0,0,4,1,0,0,1998,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.335580426
351,1982,0,0,0,0,0,5,1,0,1,1853,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.522817836
351,1983,0,0,0,0,0,6,1,0,0,1943,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.418851363
351,1984,0,0,0,0,0,7,1,0,1,1416,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.903927473
351,1985,0,0,0,0,0,8,0,0,0,1840,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1.888564099
351,1986,0,0,0,0,0,9,0,0,0,3005,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1.783449647
351,1987,0,0,0,0,0,10,0,0,0,2565,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,1.698008355
353,1980,0,0,0,0,0,3,0,0,0,2112,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.838197203
353,1981,0,0,0,0,0,4,0,0,0,2080,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.817077277
353,1982,0,0,0,0,0,5,0,0,0,2310,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,1.671740267
353,1983,0,0,0,0,0,6,0,0,0,2120,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.572830501
353,1984,0,0,0,0,0,7,0,0,0,2080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.682546384
353,1985,0,0,0,1,0,8,0,0,0,2080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.58364022
353,1986,0,0,0,0,0,9,0,0,0,2080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.773293188
353,1987,0,0,1,0,0,10,0,0,0,2080,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.861078925
383,1980,0,1,0,0,0,2,0,0,0,2080,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.462888179
383,1981,0,1,0,0,0,3,0,0,0,2080,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.570217199
383,1982,0,1,0,0,0,4,0,0,0,2080,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.656601814
383,1983,0,1,0,0,0,5,0,0,0,2080,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.725410089
383,1984,0,1,0,0,0,6,0,0,0,2080,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.772158543
383,1985,0,1,0,0,0,7,0,0,0,2080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2.011084234
383,1986,0,1,0,0,0,8,0,0,0,2080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.991016671
383,1987,0,1,0,0,0,9,0,0,0,2080,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.952050703
